EMS_ID,MONITORING_LOCATION,REQUISITION_ID
500847,KALAMALKA LAKE DEEP BASIN,50231902
500246,KALAMALKA LAKE SOUTH END,50231900
500246,KALAMALKA LAKE SOUTH END,50231900
500848,WOOD LAKE DEEP BASIN,50231903
500848,WOOD LAKE DEEP BASIN,50231903
500728,OSOYOOS L OPP. MONASHEE CO-OP,50231907
500728,OSOYOOS L OPP. MONASHEE CO-OP,50231907
E220540,OSOYOOS LAKE CENTRAL BASIN,50231908
E220540,OSOYOOS LAKE CENTRAL BASIN,50231908
500248,OSOYOOS L SOUTH BASIN,50231906
500248,OSOYOOS L SOUTH BASIN,50231906
500265,ELLISON LAKE CENTRAL,50231909
500265,ELLISON LAKE CENTRAL,50231909
1130218,SLOCAN LAKE; N. END,50232215
500118,MABEL L @ SOUTH END (PE00173),50231904
500118,MABEL L @ SOUTH END (PE00173),50231904
1130218,SLOCAN LAKE; N. END,50232215
1130219,SLOCAN LAKE; S. END,50232213
500117,MABEL L @ TSUIUS CREEK,50231905
500117,MABEL L @ TSUIUS CREEK,50231905
1130219,SLOCAN LAKE; S. END,50232213
500128,MARA LAKE OPPOSITE FOSSETT,50231911
500128,MARA LAKE OPPOSITE FOSSETT,50231911
E285689,MARA SOUTH OFF KINGBAKER C,50231912
E285689,MARA SOUTH OFF KINGBAKER C,50231912
803038,PUNTZI LAKE AT CENTRE,50232821
803038,PUNTZI LAKE AT CENTRE,50232821
E215758,CHRISTINA LAKE NORTH BASIN DEEP CENTRE,50231914
E215758,CHRISTINA LAKE NORTH BASIN DEEP CENTRE,50231914
200078,CHRISTINA L @ CHRISTINA,50231913
200078,CHRISTINA L @ CHRISTINA,50231913
E228889,ADAMS LK OFF BRENNAN CK,50233387
E228889,ADAMS LK OFF BRENNAN CK,50233387
500123,SHUSWAP LK WEST OF SORRENTO,50233389
500123,SHUSWAP LK WEST OF SORRENTO,50233389
500124,SHUSWAP LK OPPOSITE MARBLE PT.,50233399
500124,SHUSWAP LK OPPOSITE MARBLE PT.,50233399
E207466,QUAMICHAN LAKE; CENTRE,50234470
E207466,QUAMICHAN LAKE; CENTRE,50234470
1100862,BRANNEN LAKE,50234469
1100862,BRANNEN LAKE,50234469
E275463,BAINBRIDGE LAKE; DEEP STN,50234496
E275463,BAINBRIDGE LAKE; DEEP STN,50234496
1100953,LANGFORD LAKE; CENTRE,50234498
1100953,LANGFORD LAKE; CENTRE,50234498
1100844,ELK LAKE; CENTER,50234497
1100844,ELK LAKE; CENTER,50234497
E206283,LIZARD LAKE DEEPEST POINT,50234499
E206283,LIZARD LAKE DEEPEST POINT,50234499
500454,OKANAGAN L SOUTH PRAIRIE C - OK1 - N SUMMERLAND STP OUTFALL DIFFUSER,50234487
500454,OKANAGAN L SOUTH PRAIRIE C - OK1 - N SUMMERLAND STP OUTFALL DIFFUSER,50234487
E217509,COWICHAN LAKE LIMNOLOGY STATION # 3,50234993
E217509,COWICHAN LAKE LIMNOLOGY STATION # 3,50234993
500236,OKANAGAN L D/S KELOWNA STP (DEEP),50234468
E217508,COWICHAN LAKE LIMNOLOGY STATION # 2,50234992
E217508,COWICHAN LAKE LIMNOLOGY STATION # 2,50234992
500236,OKANAGAN L D/S KELOWNA STP (DEEP),50234468
E217507,COWICHAN LAKE LIMNOLOGY STATION # 1,50234991
E217507,COWICHAN LAKE LIMNOLOGY STATION # 1,50234991
500453,SKAHA L WEST OKANAGAN R MOUTH,50234492
500453,SKAHA L WEST OKANAGAN R MOUTH,50234492
500615,SKAHA L OPP. GILLIES,50234490
500615,SKAHA L OPP. GILLIES,50234490
500730,OKANAGAN L NORTH OKANAGAN CENTRE,50234488
500730,OKANAGAN L NORTH OKANAGAN CENTRE,50234488
500846,SKAHA L SOUTH BASIN,50234491
500846,SKAHA L SOUTH BASIN,50234491
500461,KALAMALKA L SOUTH COLDSTREAM C,50234495
500461,KALAMALKA L SOUTH COLDSTREAM C,50234495
500847,KALAMALKA LAKE DEEP BASIN,50234494
500847,KALAMALKA LAKE DEEP BASIN,50234494
500246,KALAMALKA LAKE SOUTH END,50234493
500246,KALAMALKA LAKE SOUTH END,50234493
500728,OSOYOOS L OPP. MONASHEE CO-OP,50234474
500728,OSOYOOS L OPP. MONASHEE CO-OP,50234474
E220540,OSOYOOS LAKE CENTRAL BASIN,50234476
E220540,OSOYOOS LAKE CENTRAL BASIN,50234476
500248,OSOYOOS L SOUTH BASIN,50234475
500248,OSOYOOS L SOUTH BASIN,50234475
500124,SHUSWAP LK OPPOSITE MARBLE PT.,50235511
500124,SHUSWAP LK OPPOSITE MARBLE PT.,50235511
500117,MABEL L @ TSUIUS CREEK,50234473
500117,MABEL L @ TSUIUS CREEK,50234473
500118,MABEL L @ SOUTH END (PE00173),50234472
500118,MABEL L @ SOUTH END (PE00173),50234472
1132490,BROHM LAKE; MIDLAKE,50235627
1132490,BROHM LAKE; MIDLAKE,50235627
500265,ELLISON LAKE CENTRAL,50234477
500265,ELLISON LAKE CENTRAL,50234477
500848,WOOD LAKE DEEP BASIN,50234471
500848,WOOD LAKE DEEP BASIN,50234471
E215758,CHRISTINA LAKE NORTH BASIN DEEP CENTRE,50234481
E215758,CHRISTINA LAKE NORTH BASIN DEEP CENTRE,50234481
200078,CHRISTINA L @ CHRISTINA,50234482
200078,CHRISTINA L @ CHRISTINA,50234482
500239,OKANAGAN L CENTRAL ARMSTRONG ARM,50234489
500239,OKANAGAN L CENTRAL ARMSTRONG ARM,50234489
500128,MARA LAKE OPPOSITE FOSSETT,50234478
500128,MARA LAKE OPPOSITE FOSSETT,50234478
E285689,MARA SOUTH OFF KINGBAKER C,50234479
E285689,MARA SOUTH OFF KINGBAKER C,50234479
603019,WILLIAMS LAKE AT CENTER,50236072
603019,WILLIAMS LAKE AT CENTER,50236072
1130218,SLOCAN LAKE; N. END,50235900
1130218,SLOCAN LAKE; N. END,50235900
1130219,SLOCAN LAKE; S. END,50235901
1130219,SLOCAN LAKE; S. END,50235901
603006,NICOLA LK AT DEEPEST PT.,50235912
E301591,MOYIE LAKE SOUTH,50236028
603006,NICOLA LK AT DEEPEST PT.,50235912
E301591,MOYIE LAKE SOUTH,50236028
E301590,MOYIE LAKE NORTH,50236027
E301590,MOYIE LAKE NORTH,50236027
500119,SUGAR L @ SITKUM CR.,50234480
500119,SUGAR L @ SITKUM CR.,50234480
500123,SHUSWAP LK WEST OF SORRENTO,50235908
500123,SHUSWAP LK WEST OF SORRENTO,50235908
E228889,ADAMS LK OFF BRENNAN CK,50235909
E228889,ADAMS LK OFF BRENNAN CK,50235909
E303250,PREMIER LAKE (DEEPEST POINT),50236047
E303250,PREMIER LAKE (DEEPEST POINT),50236047
603017,DRAGON LK. AT MIDDLE,50236069
603017,DRAGON LK. AT MIDDLE,50236069
400336,TABOR L DEEP STN -IN SOUTH HALF OF LAKE,50234547
400336,TABOR L DEEP STN -IN SOUTH HALF OF LAKE,50234547
400489,NADSILNICH (WEST) L DEEP STN CENTER N. END,50234548
400489,NADSILNICH (WEST) L DEEP STN CENTER N. END,50234548
E206616,LAKELSE LAKE DEEP STATION,50236248
E206616,LAKELSE LAKE DEEP STATION,50236248
1131186,WHITESWAN LAKE,50236048
1131186,WHITESWAN LAKE,50236048
E223304,DIANA LAKE,50236247
603097,CHIMNEY LK. AT NW END,50236068
E223304,DIANA LAKE,50236247
603097,CHIMNEY LK. AT NW END,50236068
400502,CLUCULZ L DEEP STN EAST ARM CENTER,50234568
400502,CLUCULZ L DEEP STN EAST ARM CENTER,50234568
603100,HORSE LK. AT DEEPEST PT.,50236070
603100,HORSE LK. AT DEEPEST PT.,50236070
E275784,ALTA LAKE; NORTH DEEP SITE,50236347
E275784,ALTA LAKE; NORTH DEEP SITE,50236347
E206956,STUART LK EAST (MAIN) DEEP STN.,50234569
E206956,STUART LK EAST (MAIN) DEEP STN.,50234569
E216924,TYHEE LAKE @ DEEP STN,50236253
E216924,TYHEE LAKE @ DEEP STN,50236253
1131007,KATHLYN LAKE; NORTHBASIN,50236252
E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,50236467
E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,50236467
803038,PUNTZI LAKE AT CENTRE,50236071
1131007,KATHLYN LAKE; NORTHBASIN,50236252
400411,FRASER L NEAR MIDDLE 3 KM E LOT 3229,50234549
400411,FRASER L NEAR MIDDLE 3 KM E LOT 3229,50234549
803038,PUNTZI LAKE AT CENTRE,50236071
E105973,FRASER L WEST BASIN DEEP STN,50234550
E105973,FRASER L WEST BASIN DEEP STN,50234550
300037,CULTUS LAKE AT CENTRE,50236468
300037,CULTUS LAKE AT CENTRE,50236468
200052,WINDERMERE L. OFF TIMBER RIDGE,50236030
200052,WINDERMERE L. OFF TIMBER RIDGE,50236030
E224946,FRANCOIS LAKE EAST END DEEP STATION,50236428
E224946,FRANCOIS LAKE EAST END DEEP STATION,50236428
200434,COLUMBIA LAKE; MIDLAKE NORTH,50236029
200434,COLUMBIA LAKE; MIDLAKE NORTH,50236029
E262699,BOWRON LAKE @ DEEPEST PT.,50236367
603071,PENNASK LK NEAR CENTER,50235913
E262699,BOWRON LAKE @ DEEPEST PT.,50236367
603071,PENNASK LK NEAR CENTER,50235913
1130618,BURNS LAKE; DEEP STN #2,50236550
1130618,BURNS LAKE; DEEP STN #2,50236550
400379,BURNS LAKE NEAR DEADMAN`S ISLAND,50236551
400379,BURNS LAKE NEAR DEADMAN`S ISLAND,50236551
E224945,FRANCOIS LAKE WEST END DEEP STATION,50236568
E224945,FRANCOIS LAKE WEST END DEEP STATION,50236568
E271703,FRANCOIS LAKE CENTRE DEEP STATION,50236548
E271703,FRANCOIS LAKE CENTRE DEEP STATION,50236548
E206955,NALTESBY LK. DEEP STN. NEAR MAIN ISLAND,50234553
E206955,NALTESBY LK. DEEP STN. NEAR MAIN ISLAND,50234553
E207907,MOBERLY LAKE DEEP STN.,50234570
E207907,MOBERLY LAKE DEEP STN.,50234570
400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,50234551
400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,50234551
400935,SWAN L CENTER DEEP STN. 7 M DEPTH,50234575
400935,SWAN L CENTER DEEP STN. 7 M DEPTH,50234575
E206955,NALTESBY LK. DEEP STN. NEAR MAIN ISLAND,50234576
E206955,NALTESBY LK. DEEP STN. NEAR MAIN ISLAND,50234576
803038,PUNTZI LAKE AT CENTRE,50237871
803038,PUNTZI LAKE AT CENTRE,50237871
E207907,MOBERLY LAKE DEEP STN.,50234579
E207907,MOBERLY LAKE DEEP STN.,50234579
300037,CULTUS LAKE AT CENTRE,50237834
300037,CULTUS LAKE AT CENTRE,50237834
400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,50234580
400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,50234580
E262699,BOWRON LAKE @ DEEPEST PT.,50237872
E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,50237833
E262699,BOWRON LAKE @ DEEPEST PT.,50237872
E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,50237833
603100,HORSE LK. AT DEEPEST PT.,50237870
603006,NICOLA LK AT DEEPEST PT.,50237839
603100,HORSE LK. AT DEEPEST PT.,50237870
603006,NICOLA LK AT DEEPEST PT.,50237839
603071,PENNASK LK NEAR CENTER,50237838
603071,PENNASK LK NEAR CENTER,50237838
400336,TABOR L DEEP STN -IN SOUTH HALF OF LAKE,50234554
400336,TABOR L DEEP STN -IN SOUTH HALF OF LAKE,50234554
400489,NADSILNICH (WEST) L DEEP STN CENTER N. END,50234555
400489,NADSILNICH (WEST) L DEEP STN CENTER N. END,50234555
500119,SUGAR L @ SITKUM CR.,50237794
500119,SUGAR L @ SITKUM CR.,50237794
603017,DRAGON LK. AT MIDDLE,50237514
603017,DRAGON LK. AT MIDDLE,50237514
E207466,QUAMICHAN LAKE; CENTRE,50237720
E207466,QUAMICHAN LAKE; CENTRE,50237720
603097,CHIMNEY LK. AT NW END,50237869
603097,CHIMNEY LK. AT NW END,50237869
603019,WILLIAMS LAKE AT CENTER,50237868
603019,WILLIAMS LAKE AT CENTER,50237868
E206283,LIZARD LAKE DEEPEST POINT,50237721
E206283,LIZARD LAKE DEEPEST POINT,50237721
1100862,BRANNEN LAKE,50237714
1100862,BRANNEN LAKE,50237714
400502,CLUCULZ L DEEP STN EAST ARM CENTER,50234577
400502,CLUCULZ L DEEP STN EAST ARM CENTER,50234577
E275463,BAINBRIDGE LAKE; DEEP STN,50237415
E275463,BAINBRIDGE LAKE; DEEP STN,50237415
E223304,DIANA LAKE,50237897
E223304,DIANA LAKE,50237897
E217509,COWICHAN LAKE LIMNOLOGY STATION # 3,50237717
E217509,COWICHAN LAKE LIMNOLOGY STATION # 3,50237717
E105973,FRASER L WEST BASIN DEEP STN,50234588
E105973,FRASER L WEST BASIN DEEP STN,50234588
400411,FRASER L NEAR MIDDLE 3 KM E LOT 3229,50234587
E217508,COWICHAN LAKE LIMNOLOGY STATION # 2,50237716
400411,FRASER L NEAR MIDDLE 3 KM E LOT 3229,50234587
E217508,COWICHAN LAKE LIMNOLOGY STATION # 2,50237716
E217507,COWICHAN LAKE LIMNOLOGY STATION # 1,50237715
E217507,COWICHAN LAKE LIMNOLOGY STATION # 1,50237715
E206616,LAKELSE LAKE DEEP STATION,50237893
E206616,LAKELSE LAKE DEEP STATION,50237893
1100953,LANGFORD LAKE; CENTRE,50237719
1100953,LANGFORD LAKE; CENTRE,50237719
1100844,ELK LAKE; CENTER,50237718
1100844,ELK LAKE; CENTER,50237718
E216924,TYHEE LAKE @ DEEP STN,50237895
E216924,TYHEE LAKE @ DEEP STN,50237895
1131007,KATHLYN LAKE; NORTHBASIN,50237894
1131007,KATHLYN LAKE; NORTHBASIN,50237894
200052,WINDERMERE L. OFF TIMBER RIDGE,50237863
200052,WINDERMERE L. OFF TIMBER RIDGE,50237863
200434,COLUMBIA LAKE; MIDLAKE NORTH,50237860
200434,COLUMBIA LAKE; MIDLAKE NORTH,50237860
500453,SKAHA L WEST OKANAGAN R MOUTH,50237799
500453,SKAHA L WEST OKANAGAN R MOUTH,50237799
500615,SKAHA L OPP. GILLIES,50237798
500615,SKAHA L OPP. GILLIES,50237798
1131186,WHITESWAN LAKE,50237867
500846,SKAHA L SOUTH BASIN,50237797
1131186,WHITESWAN LAKE,50237867
500846,SKAHA L SOUTH BASIN,50237797
E206956,STUART LK EAST (MAIN) DEEP STN.,50234578
E206956,STUART LK EAST (MAIN) DEEP STN.,50234578
500454,OKANAGAN L SOUTH PRAIRIE C - OK1 - N SUMMERLAND STP OUTFALL DIFFUSER,50237796
500454,OKANAGAN L SOUTH PRAIRIE C - OK1 - N SUMMERLAND STP OUTFALL DIFFUSER,50237796
E303250,PREMIER LAKE (DEEPEST POINT),50237866
E303250,PREMIER LAKE (DEEPEST POINT),50237866
500236,OKANAGAN L D/S KELOWNA STP (DEEP),50237795
500236,OKANAGAN L D/S KELOWNA STP (DEEP),50237795
E224946,FRANCOIS LAKE EAST END DEEP STATION,50237513
E224946,FRANCOIS LAKE EAST END DEEP STATION,50237513
E301590,MOYIE LAKE NORTH,50237864
E301590,MOYIE LAKE NORTH,50237864
E301591,MOYIE LAKE SOUTH,50237865
E301591,MOYIE LAKE SOUTH,50237865
500461,KALAMALKA L SOUTH COLDSTREAM C,50237806
500461,KALAMALKA L SOUTH COLDSTREAM C,50237806
500847,KALAMALKA LAKE DEEP BASIN,50237805
500847,KALAMALKA LAKE DEEP BASIN,50237805
500246,KALAMALKA LAKE SOUTH END,50237804
500246,KALAMALKA LAKE SOUTH END,50237804
500848,WOOD LAKE DEEP BASIN,50237813
500848,WOOD LAKE DEEP BASIN,50237813
500239,OKANAGAN L CENTRAL ARMSTRONG ARM,50237816
500239,OKANAGAN L CENTRAL ARMSTRONG ARM,50237816
500730,OKANAGAN L NORTH OKANAGAN CENTRE,50237803
500730,OKANAGAN L NORTH OKANAGAN CENTRE,50237803
500728,OSOYOOS L OPP. MONASHEE CO-OP,50237802
500728,OSOYOOS L OPP. MONASHEE CO-OP,50237802
E220540,OSOYOOS LAKE CENTRAL BASIN,50237801
E220540,OSOYOOS LAKE CENTRAL BASIN,50237801
500248,OSOYOOS L SOUTH BASIN,50237800
500248,OSOYOOS L SOUTH BASIN,50237800
500265,ELLISON LAKE CENTRAL,50237822
500265,ELLISON LAKE CENTRAL,50237822
500118,MABEL L @ SOUTH END (PE00173),50237815
500118,MABEL L @ SOUTH END (PE00173),50237815
500117,MABEL L @ TSUIUS CREEK,50237814
500117,MABEL L @ TSUIUS CREEK,50237814
500128,MARA LAKE OPPOSITE FOSSETT,50237817
500128,MARA LAKE OPPOSITE FOSSETT,50237817
E285689,MARA SOUTH OFF KINGBAKER C,50237818
E285689,MARA SOUTH OFF KINGBAKER C,50237818
500124,SHUSWAP LK OPPOSITE MARBLE PT.,50237836
500124,SHUSWAP LK OPPOSITE MARBLE PT.,50237836
400379,BURNS LAKE NEAR DEADMAN`S ISLAND,50237507
400379,BURNS LAKE NEAR DEADMAN`S ISLAND,50237507
E228889,ADAMS LK OFF BRENNAN CK,50237837
E228889,ADAMS LK OFF BRENNAN CK,50237837
1130618,BURNS LAKE; DEEP STN #2,50237508
1130618,BURNS LAKE; DEEP STN #2,50237508
500123,SHUSWAP LK WEST OF SORRENTO,50237835
500123,SHUSWAP LK WEST OF SORRENTO,50237835
E224945,FRANCOIS LAKE WEST END DEEP STATION,50237506
E224945,FRANCOIS LAKE WEST END DEEP STATION,50237506
E271703,FRANCOIS LAKE CENTRE DEEP STATION,50237506
E271703,FRANCOIS LAKE CENTRE DEEP STATION,50237506
E215758,CHRISTINA LAKE NORTH BASIN DEEP CENTRE,50237820
E215758,CHRISTINA LAKE NORTH BASIN DEEP CENTRE,50237820
200078,CHRISTINA L @ CHRISTINA,50237819
200078,CHRISTINA L @ CHRISTINA,50237819
1130218,SLOCAN LAKE; N. END,50237823
1130218,SLOCAN LAKE; N. END,50237823
1130219,SLOCAN LAKE; S. END,50237824
1130219,SLOCAN LAKE; S. END,50237824
E206283,LIZARD LAKE DEEPEST POINT,50240981
E206283,LIZARD LAKE DEEPEST POINT,50240981
1100844,ELK LAKE; CENTER,50240978
1100844,ELK LAKE; CENTER,50240978
1100953,LANGFORD LAKE; CENTRE,50240979
1100953,LANGFORD LAKE; CENTRE,50240979
E207466,QUAMICHAN LAKE; CENTRE,50240980
E207466,QUAMICHAN LAKE; CENTRE,50240980
500454,OKANAGAN L SOUTH PRAIRIE C - OK1 - N SUMMERLAND STP OUTFALL DIFFUSER,50241277
500454,OKANAGAN L SOUTH PRAIRIE C - OK1 - N SUMMERLAND STP OUTFALL DIFFUSER,50241277
500236,OKANAGAN L D/S KELOWNA STP (DEEP),50241276
500236,OKANAGAN L D/S KELOWNA STP (DEEP),50241276
1100862,BRANNEN LAKE,50240974
1100862,BRANNEN LAKE,50240974
E275463,BAINBRIDGE LAKE; DEEP STN,50240973
E275463,BAINBRIDGE LAKE; DEEP STN,50240973
500730,OKANAGAN L NORTH OKANAGAN CENTRE,50241278
500730,OKANAGAN L NORTH OKANAGAN CENTRE,50241278
E217507,COWICHAN LAKE LIMNOLOGY STATION # 1,50240975
E217509,COWICHAN LAKE LIMNOLOGY STATION # 3,50240977
E217507,COWICHAN LAKE LIMNOLOGY STATION # 1,50240975
E217509,COWICHAN LAKE LIMNOLOGY STATION # 3,50240977
E217508,COWICHAN LAKE LIMNOLOGY STATION # 2,50240976
E217508,COWICHAN LAKE LIMNOLOGY STATION # 2,50240976
500453,SKAHA L WEST OKANAGAN R MOUTH,50241281
500453,SKAHA L WEST OKANAGAN R MOUTH,50241281
500615,SKAHA L OPP. GILLIES,50241280
500615,SKAHA L OPP. GILLIES,50241280
1132490,BROHM LAKE; MIDLAKE,50241376
1132490,BROHM LAKE; MIDLAKE,50241376
500728,OSOYOOS L OPP. MONASHEE CO-OP,50241320
500728,OSOYOOS L OPP. MONASHEE CO-OP,50241320
E220540,OSOYOOS LAKE CENTRAL BASIN,50241321
E220540,OSOYOOS LAKE CENTRAL BASIN,50241321
500248,OSOYOOS L SOUTH BASIN,50241319
500248,OSOYOOS L SOUTH BASIN,50241319
500846,SKAHA L SOUTH BASIN,50241279
500846,SKAHA L SOUTH BASIN,50241279
500461,KALAMALKA L SOUTH COLDSTREAM C,50241314
500461,KALAMALKA L SOUTH COLDSTREAM C,50241314
500847,KALAMALKA LAKE DEEP BASIN,50241315
500847,KALAMALKA LAKE DEEP BASIN,50241315
500246,KALAMALKA LAKE SOUTH END,50241313
500246,KALAMALKA LAKE SOUTH END,50241313
300037,CULTUS LAKE AT CENTRE,50241374
300037,CULTUS LAKE AT CENTRE,50241374
E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,50241373
E303413,CHILLIWACK LAKE NEAR CENTRE OF THE NORTH 1/2 OF LAKE,50241373
500265,ELLISON LAKE CENTRAL,50241322
500265,ELLISON LAKE CENTRAL,50241322
500118,MABEL L @ SOUTH END (PE00173),50241317
500118,MABEL L @ SOUTH END (PE00173),50241317
500117,MABEL L @ TSUIUS CREEK,50241318
500117,MABEL L @ TSUIUS CREEK,50241318
500123,SHUSWAP LK WEST OF SORRENTO,50241333
500123,SHUSWAP LK WEST OF SORRENTO,50241333
500124,SHUSWAP LK OPPOSITE MARBLE PT.,50241334
500124,SHUSWAP LK OPPOSITE MARBLE PT.,50241334
500848,WOOD LAKE DEEP BASIN,50241316
500848,WOOD LAKE DEEP BASIN,50241316
500239,OKANAGAN L CENTRAL ARMSTRONG ARM,50241323
500239,OKANAGAN L CENTRAL ARMSTRONG ARM,50241323
603006,NICOLA LK AT DEEPEST PT.,50241337
603006,NICOLA LK AT DEEPEST PT.,50241337
E215758,CHRISTINA LAKE NORTH BASIN DEEP CENTRE,50241327
E215758,CHRISTINA LAKE NORTH BASIN DEEP CENTRE,50241327
200078,CHRISTINA L @ CHRISTINA,50241326
200078,CHRISTINA L @ CHRISTINA,50241326
1130218,SLOCAN LAKE; N. END,50241395
1130218,SLOCAN LAKE; N. END,50241395
1130219,SLOCAN LAKE; S. END,50241396
1130219,SLOCAN LAKE; S. END,50241396
200052,WINDERMERE L. OFF TIMBER RIDGE,50241729
200052,WINDERMERE L. OFF TIMBER RIDGE,50241729
200434,COLUMBIA LAKE; MIDLAKE NORTH,50241726
200434,COLUMBIA LAKE; MIDLAKE NORTH,50241726
E301590,MOYIE LAKE NORTH,50241730
E301590,MOYIE LAKE NORTH,50241730
E301591,MOYIE LAKE SOUTH,50241731
E301591,MOYIE LAKE SOUTH,50241731
603019,WILLIAMS LAKE AT CENTER,50241748
500128,MARA LAKE OPPOSITE FOSSETT,50241324
603019,WILLIAMS LAKE AT CENTER,50241748
500128,MARA LAKE OPPOSITE FOSSETT,50241324
E285689,MARA SOUTH OFF KINGBAKER C,50241325
E285689,MARA SOUTH OFF KINGBAKER C,50241325
E228889,ADAMS LK OFF BRENNAN CK,50241335
E228889,ADAMS LK OFF BRENNAN CK,50241335
500119,SUGAR L @ SITKUM CR.,50241328
500119,SUGAR L @ SITKUM CR.,50241328
603097,CHIMNEY LK. AT NW END,50241745
603097,CHIMNEY LK. AT NW END,50241745
E216924,TYHEE LAKE @ DEEP STN,50241741
E216924,TYHEE LAKE @ DEEP STN,50241741
E303250,PREMIER LAKE (DEEPEST POINT),50241398
E303250,PREMIER LAKE (DEEPEST POINT),50241398
1131186,WHITESWAN LAKE,50241397
1131186,WHITESWAN LAKE,50241397
603100,HORSE LK. AT DEEPEST PT.,50241746
603017,DRAGON LK. AT MIDDLE,50241242
603017,DRAGON LK. AT MIDDLE,50241242
603100,HORSE LK. AT DEEPEST PT.,50241746
E223304,DIANA LAKE,50241737
E223304,DIANA LAKE,50241737
E206616,LAKELSE LAKE DEEP STATION,50241739
E206616,LAKELSE LAKE DEEP STATION,50241739
803038,PUNTZI LAKE AT CENTRE,50241747
803038,PUNTZI LAKE AT CENTRE,50241747
E275784,ALTA LAKE; NORTH DEEP SITE,50241375
E275784,ALTA LAKE; NORTH DEEP SITE,50241375
400489,NADSILNICH (WEST) L DEEP STN CENTER N. END,50241274
400489,NADSILNICH (WEST) L DEEP STN CENTER N. END,50241274
400336,TABOR L DEEP STN -IN SOUTH HALF OF LAKE,50241259
400336,TABOR L DEEP STN -IN SOUTH HALF OF LAKE,50241259
1131007,KATHLYN LAKE; NORTHBASIN,50241738
1131007,KATHLYN LAKE; NORTHBASIN,50241738
E206955,NALTESBY LK. DEEP STN. NEAR MAIN ISLAND,50241255
E206955,NALTESBY LK. DEEP STN. NEAR MAIN ISLAND,50241255
E206956,STUART LK EAST (MAIN) DEEP STN.,50241077
E206956,STUART LK EAST (MAIN) DEEP STN.,50241077
603071,PENNASK LK NEAR CENTER,50241336
603071,PENNASK LK NEAR CENTER,50241336
E262699,BOWRON LAKE @ DEEPEST PT.,50241749
E262699,BOWRON LAKE @ DEEPEST PT.,50241749
E105973,FRASER L WEST BASIN DEEP STN,50241094
E105973,FRASER L WEST BASIN DEEP STN,50241094
400411,FRASER L NEAR MIDDLE 3 KM E LOT 3229,50241093
400411,FRASER L NEAR MIDDLE 3 KM E LOT 3229,50241093
400502,CLUCULZ L DEEP STN EAST ARM CENTER,50241076
400502,CLUCULZ L DEEP STN EAST ARM CENTER,50241076
E224946,FRANCOIS LAKE EAST END DEEP STATION,50241082
E224946,FRANCOIS LAKE EAST END DEEP STATION,50241082
E224945,FRANCOIS LAKE WEST END DEEP STATION,50241083
E224945,FRANCOIS LAKE WEST END DEEP STATION,50241083
E271703,FRANCOIS LAKE CENTRE DEEP STATION,50241218
E271703,FRANCOIS LAKE CENTRE DEEP STATION,50241218
1130618,BURNS LAKE; DEEP STN #2,50241219
1130618,BURNS LAKE; DEEP STN #2,50241219
400379,BURNS LAKE NEAR DEADMAN`S ISLAND,50241220
400379,BURNS LAKE NEAR DEADMAN`S ISLAND,50241220
E207907,MOBERLY LAKE DEEP STN.,50241079
E207907,MOBERLY LAKE DEEP STN.,50241079
400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,50241096
400390,CHARLIE L DEEP STATION 1.2 KM EAST OF PARK,50241096
400935,SWAN L CENTER DEEP STN. 7 M DEPTH,50241253
400935,SWAN L CENTER DEEP STN. 7 M DEPTH,50241253
1131112,MORICE LAKE; CENTER,50241740
1131112,MORICE LAKE; CENTER,50241740
803038,PUNTZI LAKE AT CENTRE,50243724
803038,PUNTZI LAKE AT CENTRE,50243724
E224946,FRANCOIS LAKE EAST END DEEP STATION,50241217
E224946,FRANCOIS LAKE EAST END DEEP STATION,50241217
E224945,FRANCOIS LAKE WEST END DEEP STATION,50241243
E224945,FRANCOIS LAKE WEST END DEEP STATION,50241243
E262699,BOWRON LAKE @ DEEPEST PT.,50243726
E271703,FRANCOIS LAKE CENTRE DEEP STATION,50241097
E271703,FRANCOIS LAKE CENTRE DEEP STATION,50241097
E262699,BOWRON LAKE @ DEEPEST PT.,50243726
1130618,BURNS LAKE; DEEP STN #2,50241081
1130618,BURNS LAKE; DEEP STN #2,50241081
400379,BURNS LAKE NEAR DEADMAN`S ISLAND,50241080
400379,BURNS LAKE NEAR DEADMAN`S ISLAND,50241080
603071,PENNASK LK NEAR CENTER,50243843
603071,PENNASK LK NEAR CENTER,50243843
400489,NADSILNICH (WEST) L DEEP STN CENTER N. END,50241074
400489,NADSILNICH (WEST) L DEEP STN CENTER N. END,50241074
400336,TABOR L DEEP STN -IN SOUTH HALF OF LAKE,50241075
400336,TABOR L DEEP STN -IN SOUTH HALF OF LAKE,50241075
